name,type,episodes,members,score_members,rating,genre,dates,Description,Image-SRC,english_name,url
Monster,TV,74.0,770962.0,246331.0,8.81,"['Drama', 'Horror', 'Mystery', 'Suspense', 'Police', 'Psychological', 'Seinen']",        Apr 2004 - Sep 2005,"[""Dr. Kenzou Tenma, an elite neurosurgeon recently engaged to his hospital director's daughter, is well on his way to ascending the hospital hierarchy. That is until one night, a seemingly small event changes Dr. Tenma's life forever. While preparing to perform surgery on someone, he gets a call from the hospital director telling him to switch patients and instead perform life-saving brain surgery on a famous performer. His fellow doctors, fiancée, and the hospital director applaud his accomplishment; but because of the switch, a poor immigrant worker is dead, causing Dr. Tenma to have a crisis of conscience.\n\r\nSo when a similar situation arises, Dr. Tenma stands his ground and chooses to perform surgery on the young boy Johan Liebert instead of the town's mayor. Unfortunately, this choice leads to serious ramifications for Dr. Tenma—losing his social standing being one of them. However, with the mysterious death of the director and two other doctors, Dr. Tenma's position is restored. With no evidence to convict him, he is released and goes on to attain the position of hospital director. \n\r\nNine years later when Dr. Tenma saves the life of a criminal, his past comes back to haunt him—once again, he comes face to face with the monster he operated on. He must now embark on a quest of pursuit to make amends for the havoc spread by the one he saved.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/10/18793.jpg,,https://myanimelist.net/anime/19/Monster
Sen to Chihiro no Kamikakushi,Movie,1.0,1501100.0,1050286.0,8.79,"['Adventure', 'Drama', 'Supernatural']",        Jul 2001 - Jul 2001,"[""Stubborn, spoiled, and naïve, 10-year-old Chihiro Ogino is less than pleased when she and her parents discover an abandoned amusement park on the way to their new house. Cautiously venturing inside, she realizes that there is more to this place than meets the eye, as strange things begin to happen once dusk falls. Ghostly apparitions and food that turns her parents into pigs are just the start—Chihiro has unwittingly crossed over into the spirit world. Now trapped, she must summon the courage to live and work amongst spirits, with the help of the enigmatic Haku and the cast of unique characters she meets along the way.\n\r\nVivid and intriguing, Sen to Chihiro no Kamikakushi tells the story of Chihiro's journey through an unfamiliar world as she strives to save her parents and return home.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/6/79597.jpg,Spirited Away,https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi
Monogatari Series: Second Season,TV,26.0,580030.0,305118.0,8.78,"['Comedy', 'Mystery', 'Romance', 'Supernatural', 'Vampire']",        Jul 2013 - Dec 2013,"[""Apparitions, oddities, and gods continue to manifest around Koyomi Araragi and his close-knit group of friends: Tsubasa Hanekawa, the group's modest genius; Shinobu Oshino, the resident doughnut-loving vampire; athletic deviant Suruga Kanbaru; bite-happy spirit Mayoi Hachikuji; Koyomi's cutesy stalker Nadeko Sengoku; and Hitagi Senjogahara, the poignant tsundere.\n\nMonogatari Series: Second Season revolves around these individuals and their struggle to overcome the darkness that is rapidly approaching. A new semester has begun and with graduation looming over Araragi, he must quickly decide the paths he will walk, as well as the relationships and friends that he'll save. But as strange events begin to unfold, Araragi is nowhere to be found, and a vicious tiger apparition has appeared in his absence. Hanekawa has become its target, and she must fend for herself—or bow to the creature's perspective on the feebleness of humanity.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/3/52133.jpg,,https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season
Odd Taxi,TV,13.0,209844.0,93063.0,8.78,['Mystery'],        Apr 2021 - Jun 2021,"['Eccentric and blunt, the walrus Hiroshi Odokawa lives a relatively normal life. He drives a taxi for a living, and there he meets several unique individuals: the jobless Taichi Kabasawa who is dead-set on going viral, the mysterious nurse Miho Shirakawa, the struggling comedic duo ""Homo Sapiens,"" and Dobu, a well-known delinquent.\n\r\nBut Odokawa\'s simple way of life is about to be turned upside-down. The case of a missing girl the police have been tracking leads back to him, and now both the yakuza and a duo of corrupt cops are on his tail. Set in a strangely familiar city filled with unusual individuals, Odd Taxi is a bizarre story about a humble taxi driver and the mystery of a lost high schooler.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1981/113348.jpg,,https://myanimelist.net/anime/46102/Odd_Taxi
Kingdom 3rd Season,TV,26.0,57863.0,10958.0,8.78,"['Action', 'Historical', 'Military', 'Seinen']",        Apr 2020 - Oct 2021,"[""Following the successful Sanyou campaign, the Qin army, including 1,000-Man Commander Li Xin, inches ever closer to fulfilling King Ying Zheng's dream of unifying China. With a major geographical foothold in the state of Wei now under its control, Qin sets its sights eastward toward the remaining warring states.\n\r\nMeanwhile Li Mu—an unparalleled strategist and the newly appointed prime minister of the state of Zhao—has taken advantage of Zhao's temporary truce with Qin to negotiate with the other states without interruption. Seemingly without warning, Ying Zheng receives news that armies from the states of Chu, Zhao, Wei, Han, Yan, and Qi have crossed into Qin territory. Realizing too late the purpose behind Li Mu's truce with Qin, Zheng quickly gathers his advisors to devise a plan to address the six-state coalition army on their doorstep. For the first time in history, the state of Qin faces complete destruction and must use every resource and strategy at their disposal to prevent themselves from being wiped off the map.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1443/111830.jpg,,https://myanimelist.net/anime/40682/Kingdom_3rd_Season
Cowboy Bebop,TV,26.0,1497474.0,725556.0,8.77,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Space']",        Apr 1998 - Apr 1999,"['In the year 2071, humanity has colonized several of the planets and moons of the solar system leaving the now uninhabitable surface of planet Earth behind. The Inter Solar System Police attempts to keep peace in the galaxy, aided in part by outlaw bounty hunters, referred to as ""Cowboys."" The ragtag team aboard the spaceship Bebop are two such individuals.\n\r\nMellow and carefree Spike Spiegel is balanced by his boisterous, pragmatic partner Jet Black as the pair makes a living chasing bounties and collecting rewards. Thrown off course by the addition of new members that they meet in their travels—Ein, a genetically engineered, highly intelligent Welsh Corgi; femme fatale Faye Valentine, an enigmatic trickster with memory loss; and the strange computer whiz kid Edward Wong—the crew embarks on thrilling adventures that unravel each member\'s dark and mysterious past little by little.\n\r\nWell-balanced with high density action and light-hearted comedy, Cowboy Bebop is a space Western classic and an homage to the smooth and improvised music it is named after.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/4/19644.jpg,,https://myanimelist.net/anime/1/Cowboy_Bebop
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,TV,12.0,159682.0,54086.0,8.76,"['Drama', 'Historical', 'Josei']",        Jan 2017 - Mar 2017,"[""Even after having risen to the utmost rank of shun'ichi, Yotarou struggles to find his own identity in the world of rakugo. Caught between his master's teachings and the late Sukeroku's unique style, his performance lacks an important ingredient—ego. And while his popularity packs the theaters, he is but one of the few; rakugo is under threat of being eclipsed.\n\r\nMeanwhile Yakumo, regarded by many as the last bastion of preserving the popularity of rakugo, struggles to cope with his elderly state. Even though his performances are still stellar, he fears that he is nearing his limits. His doubts grow stronger as an old friend creeps ever closer. Konatsu, for her part, attempts to raise her son as a single mother, which Yotarou is heavily opposed to. Instead, he seeks to persuade her to marry him and in turn raise her son as his own.\n\r\nIn Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen, the curtains fall on Yotarou and Yakumo's story, tasked with restoring the near-obsolete art form as well as overcoming their internal conflicts.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/10/82947.jpg,Descending Stories: Showa Genroku Rakugo Shinju,https://myanimelist.net/anime/33095/Shouwa_Genroku_Rakugo_Shinjuu__Sukeroku_Futatabi-hen
Mushishi Zoku Shou 2nd Season,TV,10.0,225240.0,87059.0,8.75,"['Adventure', 'Fantasy', 'Mystery', 'SliceofLife', 'Supernatural', 'Historical', 'Seinen']",        Oct 2014 - Dec 2014,"[""Ghostly, primordial beings known as Mushi continue to cause mysterious changes in the lives of humans. The travelling Mushishi, Ginko, persists in trying to set right the strange and unsettling situations he encounters. Time loops, living shadows, and telepathy are among the overt effects of interference from Mushi, but more subtle symptoms that take years to be noticed also rouse Ginko's concern as he passes from village to village.\n\r\nThrough circumstance, Ginko has become an arbiter, determining which Mushi are blessings and which are curses. But the lines that he seeks to draw are subjective. Some of his patients would rather exercise their new powers until they are utterly consumed by them; others desperately strive to rid themselves of afflictions which are in fact protecting their lives from devastation. Those who cross paths with Mushi must learn to accept seemingly impossible consequences for their actions, and heal wounds they did not know they had. Otherwise, they risk meeting with fates beyond their comprehension.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/9/68095.jpg,,https://myanimelist.net/anime/24701/Mushishi_Zoku_Shou_2nd_Season
Mo Dao Zu Shi: Wanjie Pian,ONA,12.0,43985.0,7650.0,8.74,"['Action', 'Drama', 'Supernatural', 'Demons', 'Historical']",        Aug 2021 - Oct 2021,['The third and final season of Mo Dao Zu Shi that covers the Yi City Arc. The story follows the two main characters Wei Wuxian and Lan Wangji as they try to finish solving the mystery behind the haunted arm of an unknown corpse.'],https://cdn.myanimelist.net/images/anime/1634/116782.jpg,,https://myanimelist.net/anime/40434/Mo_Dao_Zu_Shi__Wanjie_Pian
Fate/stay night Movie: Heaven's Feel - III. Spring Song,Movie,1.0,231492.0,106674.0,8.74,"['Action', 'Fantasy', 'Supernatural']",        Aug 2020 - Aug 2020,"['The Fifth Holy Grail War in Fuyuki City has reached a turning point in which the lives of all participants are threatened as the hidden enemy finally reveals itself. As Shirou Emiya, Rin Toosaka, and Illyasviel von Einzbern discover the true, corruptive nature of the shadow that has been rampaging throughout the city, they realize just how dire the situation is. In order to protect their beloved ones, the group must hold their own against the seemingly insurmountable enemy force—even if some of those foes were once their allies, or perhaps, something more intimate.\n\r\nAs the final act of this chaotic war commences, the ideals Shirou believes will soon be challenged by an excruciating dilemma: is it really possible to save a world where everything seems to have gone wrong?\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1142/112957.jpg,Fate/stay night: Heaven's Feel - III. Spring Song,https://myanimelist.net/anime/33050/Fate_stay_night_Movie__Heavens_Feel_-_III_Spring_Song
